Company ID;Company Name;Industry (ICB);Region;Year;PE Firm;PE/VC;URL of the Transaction;Description
21936;SS&C Technologies;Financial Software;United States;2005;The Carlyle Group;PE;https://www.carlyle.com/media-room/news-release-archive/carlyle-group-completes-acquisition-ssc-technologies-inc;SS&C Technologies provides software products and software-enabled services to a variety of customers primarily in financial services but also healthcare firms. SS&C GlobeOp provides fund administration services to alternative and traditional asset managers. In addition, SS&C provides portfolio accounting, portfolio management, trading, banking/lending, and other software to asset managers, banks, and financial advisors. SS&C's purchase of Intralinks makes it a leading player in Virtual Data Room solutions. With its purchase of DST Systems, SS&C gained a foothold in the healthcare industry with pharmacy health management solutions and medical claim administration services.
43235;SS8 Networks, Inc.;Network Management Software;United States;2018;HighBar Partners;;https://www.ss8.com/ss8-networks-announces-acquisition-by-highbar-partners-a-strategic-growth-capital-investment-firm/;Developer of a network intelligence platform intended to identify, track and investigate suspects and devices of interest. The company's platform collects, analyzes and visualizes complex digital information from internal communications over time and alerts on suspected insiders based on the pattern of key activities taking place over a computer network, enabling enterprises to have access to real-time forensic insights to help protect their society.
28090;SSA Global Technologies, Inc.;Application Software;United States;2000;The Gores Group;;https://mergr.com/general-atlantic-exits-ssa-global-technologies;Provider of enterprise resource planning (ERP) software and services. The company provides its software and services to discrete and process manufacturing, retail, wholesale, and technical information services, and public sector industries.
2650;SSB Wind Systems;Electrical Equipment;Germany;2008;DPE Deutsche Private Equity GmbH;;https://mergr.com/dpe-deutsche-private-equity-gmbh-invests-in-ssb-group-gmbh;Manufacturer of electrical pitch systems and switchgear for the wind energy sector. The company's electrical pitch systems and switchgear provide repair and maintenance for monitoring services for wind park operators in Germany.
9221;SSG;Educational and Training Services;United States;2018;Five Arrows Principal Investments;;https://www.pehub.com/20000003636148-2/;Provider of school-based behavioral health and therapeutic services catering to children with special needs and autism. The company's clinicians provide students with a variety of critical services, including speech and language therapy, occupational therapy, physical therapy, psychology, special education and applied behavioral analysis, thereby assisting school districts with increasingly complex special education needs that are mandated by federal law.
50500;SSI;Consulting Services (B2B);United States;2020;Amulet Capital Partners, LP;;https://www.businesswire.com/news/home/20201221005007/en/SSI-Strategy-Announces-Investment-from-Amulet-Capital-Partners;Provider of boutique management consultancy services intended to support the needs of the medical affairs, pharmacovigilance and clinical development functions within life science companies. The company offer consulting on pharmaceutical product life-cycles, business development and new product launch strategy and execution, enabling clients to avail business continuity in critical safety, quality and medical activities throughout organizational integration activities.
6958;SSL Regent;Other Devices and Supplies;UK;;APAX;;https://www.european-rubber-journal.com/article/2090124/ssl-sells-regent-surgical-glove-business;SSL International plc manufacture and distribution of healthcare products like condoms, lubricants, and personal vibrators under the Durex brand name.
11632;SSP;IT Consulting;UK;2020;Scottish Equity Partners (SEP);;https://mergr.com/volaris-group-acquires-ssp;Provider of information technology and software services intended to serve the insurance industry. The company facilitates client policy management, digital fact configuration and real-time information management by offering sophisticated data manipulation analysis across multiple channels and analyzing data, product design and compliance issues, enabling businesses brokers, insurers, financial advisers and underwriting agents to configure their systems, update their process in real-time and reduce their costs to a fraction of the legacy system.
23720;SSP;;;;;;;
47078;SSP Technology A / S;Alternative Energy Equipment;Denmark;2017;VM Capital;PE;https://golden.com/wiki/VM_Capital-XK99MD6;Manufacturer of wind turbine blades created to develop larger and more efficient turbines. The company's wind turbine blades molds and prototypes are for wind turbines of between 1.5 MW and 8 MW enabling the wind power industry to have access to more efficient rotor blades making the production of wind energy more affordable.
20874;SSS I;;;;;;;
31737;SSW;Industrial Supplies and Parts;United States;2018;Trive Capital;;https://www.trivecapital.com/investment/ssw-holding-company-llc/;Manufacturer of engineered steel and glass components for the food preservation, cooking and home comfort industries. The company offers engineered steel and glass components including refrigeration shelving, wire freezer baskets, oven racks, stove grates, air conditioner fan and coil guards for food preservation, cooking, and home comfort market segments. In addition to design and fabrication, it also provides powder coating, nickel, porcelain and zinc finishing serving its global appliance OEM customer base across manufacturing facilities located throughout the United States and Mexico.
51252;ST HUBERT;Food Products;France;2017;Montagu Private Equity LLP;;https://montagu.com/montagu-private-equity-enters-exclusive-negotiations-to-sell-st-hubert/;Producer of margarine and spreads. The company's products in the spreads and dough segments sold through various brands ,enable the customers to savour healthy margarine and spreads at affordable price.
12394;ST NewcoGen;;;;;;;
22103;St Regis;;United States;;KSL Capital Partners LLC;;https://www.kslcapital.com/press-article/ksl-capital-partners-acquires-st-regis-monarch-beach;St. Regis brand of hotels is known for its unique luxury dimension, customized service and refined elegance, in the best destinations worldwide. St. Regis Aspen Resort was founded in 1992 and is based in Aspen, Colorado.
32071;St. John Knits;Clothing ;United States;1999;Vestar Capital Partners;;https://www.vestarcapital.com/portfolio/st-john-knits/;Designer, manufacturer and marketer of women's clothing and accessories intended to meet the fashion requirements of women. The company specializes in women's knitwear and offers jackets, skirts, pants, tops, jeans, slingbacks and related lifestyle clothing and accessories for women's business, evening and casual needs.
